<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
10/27/04, 9888.25, 10018.55, 9841.95, 10002.03
10/26/04, 9750.59, 9888.48, 9749.55, 9888.48
10/25/04, 9757.22, 9777.87, 9708.40, 9749.99
10/22/04, 9863.85, 9883.25, 9753.02, 9757.81
10/21/04, 9884.65, 9903.15, 9800.87, 9865.76
10/20/04, 9895.19, 9895.70, 9804.19, 9886.93
10/19/04, 9958.38, 10020.55, 9894.89, 9897.62
10/18/04, 9932.98, 9960.15, 9861.63, 9956.32
10/15/04, 9895.63, 9982.71, 9895.55, 9933.38
10/14/04, 10002.54, 10003.36, 9875.13, 9894.45
10/13/04, 10085.21, 10127.17, 9957.79, 10002.33
10/12/04, 10080.42, 10102.33, 10017.15, 10077.18
10/11/04, 10056.09, 10098.78, 10056.09, 10081.97
10/08/04, 10124.11, 10148.04, 10036.32, 10055.20
10/07/04, 10239.84, 10240.95, 10124.52, 10125.40
10/06/04, 10170.70, 10240.14, 10157.99, 10239.92
10/05/04, 10177.68, 10221.11, 10158.07, 10177.68
10/04/04, 10216.76, 10270.37, 10191.40, 10216.54
10/01/04, 10082.04, 10198.62, 10082.04, 10192.65
09/30/04, 10136.38, 10142.94, 10038.90, 10080.27
09/29/04, 10078.06, 10136.24, 10050.56, 10136.24
09/28/04, 9989.73, 10099.52, 9977.92, 10077.40
09/27/04, 10046.65, 10046.65, 9985.37, 9988.54
09/24/04, 10039.42, 10081.30, 10034.85, 10047.24
09/23/04, 10108.29, 10108.74, 10031.16, 10038.90
09/22/04, 10244.05, 10244.05, 10097.37, 10109.18
09/21/04, 10204.52, 10270.52, 10200.25, 10244.93
09/20/04, 10283.87, 10283.87, 10187.19, 10204.89
09/17/04, 10245.82, 10314.76, 10245.74, 10284.46
09/16/04, 10231.59, 10281.88, 10228.64, 10244.49
09/15/04, 10316.90, 10317.05, 10228.78, 10231.36
09/14/04, 10315.13, 10340.13, 10303.41, 10318.16
09/13/04, 10306.65, 10348.39, 10292.57, 10314.76
09/10/04, 10289.47, 10321.92, 10237.78, 10313.07
09/09/04, 10314.69, 10337.33, 10269.49, 10289.10
09/08/04, 10342.42, 10361.22, 10305.18, 10313.36
09/07/04, 10261.52, 10363.36, 10261.45, 10342.79
09/03/04, 10277.82, 10321.77, 10260.20, 10260.20
09/02/04, 10168.39, 10301.49, 10162.05, 10290.28
09/01/04, 10170.12, 10208.27, 10110.65, 10168.46
08/31/04, 10121.97, 10173.92, 10074.22, 10173.92
08/30/04, 10193.83, 10196.78, 10122.52, 10122.52
08/27/04, 10174.07, 10211.25, 10166.69, 10195.01
08/26/04, 10181.07, 10193.54, 10155.86, 10173.41
08/25/04, 10098.49, 10199.21, 10068.11, 10181.74
08/24/04, 10074.89, 10146.79, 10062.13, 10098.63
08/23/04, 10111.10, 10131.08, 10067.97, 10073.05
08/20/04, 10040.81, 10126.88, 10012.51, 10110.14
08/19/04, 10082.78, 10082.78, 9989.87, 10040.82
08/18/04, 9964.22, 10083.15, 9934.05, 10083.15
08/17/04, 9955.50, 10023.94, 9952.11, 9972.83
08/16/04, 9825.35, 9967.08, 9825.35, 9954.55
08/13/04, 9814.11, 9854.92, 9783.91, 9825.35
08/12/04, 9936.48, 9936.48, 9808.54, 9814.59
08/11/04, 9931.24, 9954.18, 9841.36, 9938.32
08/10/04, 9815.55, 9944.67, 9815.47, 9944.67
08/09/04, 9816.14, 9858.68, 9811.12, 9814.66
08/06/04, 9960.67, 9960.74, 9793.05, 9815.33
08/05/04, 10127.10, 10129.09, 9955.73, 9963.03
08/04/04, 10117.96, 10162.42, 10068.11, 10126.51
08/03/04, 10178.27, 10178.28, 10102.84, 10120.24
08/02/04, 10138.45, 10203.56, 10101.36, 10179.16
07/30/04, 10129.12, 10149.65, 10086.32, 10139.71
07/29/04, 10115.52, 10163.01, 10084.84, 10129.24
07/28/04, 10084.03, 10146.86, 9994.22, 10117.07
07/27/04, 9963.54, 10103.13, 9963.54, 10085.14
07/26/04, 9964.71, 10003.80, 9913.92, 9961.92
07/23/04, 10045.46, 10045.47, 9931.77, 9962.22
07/22/04, 10047.60, 10073.49, 9946.88, 10050.33
07/21/04, 10156.30, 10237.12, 10045.61, 10046.13
07/20/04, 10094.43, 10155.63, 10072.68, 10149.07
07/19/04, 10140.95, 10148.63, 10063.31, 10094.06
07/16/04, 10162.34, 10238.37, 10135.13, 10139.78
07/15/04, 10208.20, 10235.65, 10162.94, 10163.16
07/14/04, 10232.84, 10286.89, 10172.39, 10208.80
07/13/04, 10238.37, 10257.10, 10230.63, 10247.59
07/12/04, 10211.75, 10257.10, 10162.18, 10238.22
07/09/04, 10173.12, 10239.25, 10173.12, 10213.22
07/08/04, 10238.52, 10263.73, 10166.25, 10171.56
07/07/04, 10211.92, 10266.61, 10199.29, 10240.29
07/06/04, 10280.26, 10280.26, 10191.40, 10219.34
07/02/04, 10334.00, 10334.08, 10264.92, 10282.83
07/01/04, 10434.00, 10448.09, 10274.51, 10334.16
06/30/04, 10413.43, 10471.24, 10375.67, 10435.48
06/29/04, 10356.35, 10429.13, 10341.68, 10413.43
06/28/04, 10377.52, 10464.38, 10337.70, 10357.09
06/25/04, 10444.24, 10487.54, 10369.92, 10371.84
06/24/04, 10477.43, 10487.46, 10433.56, 10443.81
06/23/04, 10395.14, 10486.87, 10359.46, 10479.57
06/22/04, 10370.21, 10401.18, 10307.25, 10395.07
06/21/04, 10417.82, 10440.05, 10363.36, 10371.47
06/18/04, 10375.82, 10437.90, 10358.00, 10416.41
06/17/04, 10378.59, 10390.01, 10338.13, 10377.52
06/16/04, 10380.23, 10393.42, 10355.51, 10379.58
06/15/04, 10336.51, 10428.05, 10336.51, 10380.43
06/14/04, 10401.23, 10401.30, 10307.05, 10334.73
06/10/04, 10367.80, 10410.95, 10367.80, 10410.10
06/09/04, 10431.10, 10431.32, 10364.96, 10368.44
06/08/04, 10389.41, 10432.81, 10353.05, 10432.52
06/07/04, 10243.31, 10391.15, 10243.31, 10391.08
06/04/04, 10196.83, 10302.08, 10196.69, 10242.82
06/03/04, 10261.85, 10281.92, 10193.78, 10195.91
06/02/04, 10199.78, 10288.81, 10197.06, 10262.97
06/01/04, 10187.18, 10214.57, 10134.86, 10202.65
05/28/04, 10205.83, 10216.63, 10172.77, 10188.45
05/27/04, 10109.89, 10222.24, 10109.89, 10205.20
05/26/04, 10116.84, 10128.84, 10077.81, 10109.89
05/25/04, 9958.08, 10121.67, 9915.86, 10117.62
05/24/04, 9968.02, 10045.45, 9927.14, 9958.43
05/21/04, 9939.34, 10036.78, 9939.27, 9966.74
05/20/04, 9939.12, 9970.64, 9900.59, 9937.64
05/19/04, 9962.55, 10093.21, 9933.11, 9937.71
05/18/04, 9906.71, 9987.04, 9906.64, 9968.51
05/17/04, 10009.92, 10009.92, 9862.77, 9906.91
05/14/04, 10008.43, 10065.68, 9938.42, 10012.87
05/13/04, 10044.31, 10074.11, 9970.93, 10010.74
05/12/04, 10011.52, 10048.21, 9852.19, 10045.16
05/11/04, 9989.24, 10038.35, 9974.05, 10019.47
05/10/04, 10116.28, 10116.28, 9932.74, 9990.02
05/07/04, 10240.62, 10271.99, 10114.86, 10117.34
05/06/04, 10308.20, 10308.20, 10170.51, 10241.26
05/05/04, 10316.98, 10348.35, 10291.08, 10310.95
05/04/04, 10314.32, 10386.32, 10266.17, 10317.20
05/03/04, 10227.27, 10329.05, 10227.13, 10314.00
04/30/04, 10273.06, 10333.87, 10225.57, 10225.57
04/29/04, 10339.41, 10407.97, 10219.18, 10272.27
04/28/04, 10476.67, 10476.95, 10333.87, 10342.60
04/27/04, 10445.38, 10537.35, 10441.75, 10478.16
04/26/04, 10472.91, 10512.79, 10418.12, 10444.73
04/23/04, 10463.11, 10482.91, 10410.60, 10472.84
04/22/04, 10314.99, 10496.61, 10292.28, 10461.20
04/21/04, 10311.87, 10332.88, 10250.48, 10317.27
04/20/04, 10437.85, 10487.67, 10313.58, 10314.50
04/19/04, 10451.62, 10451.76, 10399.47, 10437.85
04/16/04, 10398.32, 10460.06, 10376.39, 10451.97
04/15/04, 10377.95, 10430.62, 10322.16, 10397.46
04/14/04, 10378.10, 10415.28, 10322.94, 10377.95
04/13/04, 10516.05, 10552.61, 10361.99, 10381.28
04/12/04, 10444.38, 10526.27, 10443.81, 10515.56
04/09/04, 10482.77, 10554.10, 10393.91, 10442.03
04/08/04, 10482.77, 10554.10, 10393.91, 10442.03
04/07/04, 10569.26, 10569.26, 10465.33, 10480.15
04/06/04, 10553.76, 10570.81, 10505.11, 10570.81
04/05/04, 10470.59, 10558.66, 10465.63, 10558.37
04/02/04, 10375.33, 10496.44, 10375.33, 10470.59
04/01/04, 10357.52, 10419.04, 10342.59, 10373.33
03/31/04, 10380.89, 10401.70, 10314.89, 10357.70
03/30/04, 10327.63, 10387.26, 10306.15, 10381.70
03/29/04, 10212.91, 10350.45, 10212.91, 10329.63
03/26/04, 10218.37, 10271.78, 10181.04, 10212.97
03/25/04, 10049.56, 10226.08, 10049.49, 10218.82
03/24/04, 10065.41, 10108.15, 10007.49, 10048.23
03/23/04, 10066.67, 10131.35, 10047.41, 10063.64
03/22/04, 10185.93, 10186.15, 10012.16, 10064.75
03/19/04, 10295.85, 10314.59, 10182.60, 10186.60
03/18/04, 10298.96, 10328.82, 10214.15, 10295.78
03/17/04, 10184.30, 10326.52, 10184.30, 10300.30
03/16/04, 10103.41, 10221.11, 10103.41, 10184.67
03/15/04, 10238.45, 10241.11, 10092.47, 10102.89
03/12/04, 10130.67, 10241.19, 10130.67, 10240.08
03/11/04, 10288.85, 10321.41, 10120.38, 10128.38
03/10/04, 10457.59, 10473.86, 10284.67, 10296.89
03/09/04, 10529.52, 10529.70, 10424.07, 10456.96
03/08/04, 10595.37, 10634.29, 10526.89, 10529.48
03/05/04, 10582.59, 10651.33, 10524.59, 10595.55
03/04/04, 10593.48, 10603.25, 10562.74, 10588.00
03/03/04, 10588.59, 10610.00, 10550.14, 10593.11
03/02/04, 10678.36, 10678.36, 10568.88, 10591.48
03/01/04, 10582.25, 10695.55, 10582.22, 10678.14
02/27/04, 10581.55, 10652.36, 10563.63, 10583.92
02/26/04, 10598.14, 10612.14, 10539.33, 10580.14
02/25/04, 10566.59, 10615.56, 10560.07, 10601.62
02/24/04, 10609.55, 10637.11, 10521.70, 10566.37
02/23/04, 10619.55, 10644.96, 10560.44, 10609.62
02/20/04, 10666.29, 10688.22, 10580.66, 10619.03
02/19/04, 10674.59, 10753.63, 10656.59, 10664.73
02/18/04, 10706.68, 10720.51, 10646.96, 10671.99
02/17/04, 10628.88, 10735.25, 10628.74, 10714.88
02/13/04, 10696.22, 10734.69, 10604.14, 10627.85
02/12/04, 10735.18, 10735.29, 10688.36, 10694.07
02/11/04, 10605.48, 10746.88, 10572.59, 10737.70
02/10/04, 10578.74, 10626.66, 10559.26, 10613.85
02/09/04, 10592.00, 10618.51, 10564.44, 10579.03
02/06/04, 10494.89, 10593.40, 10464.52, 10593.03
02/05/04, 10469.33, 10522.52, 10453.55, 10495.55
02/04/04, 10503.11, 10524.22, 10447.18, 10470.74
02/03/04, 10499.48, 10528.96, 10457.11, 10505.18
02/02/04, 10487.78, 10568.96, 10434.67, 10499.18
01/30/04, 10510.22, 10510.81, 10438.96, 10488.07
01/29/04, 10467.41, 10522.59, 10417.85, 10510.29
01/28/04, 10610.07, 10658.43, 10437.78, 10468.37
01/27/04, 10701.10, 10701.77, 10609.92, 10609.92
01/26/04, 10568.00, 10705.18, 10561.85, 10702.51
01/23/04, 10625.25, 10643.48, 10523.85, 10568.29
01/22/04, 10624.22, 10660.88, 10607.40, 10623.18
01/21/04, 10522.77, 10643.55, 10490.96, 10623.62
01/20/04, 10601.40, 10616.96, 10519.49, 10528.66
01/16/04, 10556.37, 10600.74, 10542.52, 10600.51
01/15/04, 10534.52, 10592.74, 10477.18, 10553.85
01/14/04, 10428.67, 10548.51, 10428.67, 10538.37
01/13/04, 10485.18, 10509.85, 10367.41, 10427.18
01/12/04, 10461.55, 10491.63, 10444.15, 10485.18
01/09/04, 10589.25, 10589.25, 10448.67, 10458.89
01/08/04, 10530.07, 10592.59, 10530.07, 10592.44
01/07/04, 10535.46, 10539.46, 10466.29, 10529.03
01/06/04, 10543.85, 10549.18, 10499.85, 10538.66
01/05/04, 10411.85, 10544.07, 10411.85, 10544.07
01/02/04, 10452.74, 10527.03, 10384.30, 10409.85
12/30/03, 10449.70, 10456.07, 10405.85, 10425.04
12/29/03, 10321.35, 10450.00, 10321.35, 10450.00
12/26/03, 10305.85, 10343.04, 10304.82, 10324.67
12/24/03, 10341.41, 10341.48, 10305.12, 10305.19
12/23/03, 10337.56, 10375.93, 10296.15, 10341.26
12/22/03, 10276.48, 10338.00, 10255.26, 10338.00
12/19/03, 10249.48, 10293.19, 10230.08, 10278.22
12/18/03, 10141.41, 10254.08, 10137.34, 10248.08
12/17/03, 10128.75, 10146.38, 10094.75, 10145.26
12/16/03, 10023.34, 10137.63, 10023.34, 10129.56
12/15/03, 10046.53, 10139.63, 10021.64, 10022.82
12/12/03, 10008.75, 10052.07, 9976.79, 10042.16
12/11/03, 9922.45, 10026.53, 9920.97, 10008.16
12/10/03, 9922.38, 9958.38, 9882.38, 9921.86
12/09/03, 9966.45, 10003.12, 9916.90, 9923.42
12/08/03, 9862.01, 9970.16, 9859.57, 9965.27
12/05/03, 9923.27, 9923.42, 9846.31, 9862.68
12/04/03, 9874.83, 9933.86, 9865.78, 9930.82
12/03/03, 9851.94, 9942.01, 9851.42, 9873.42
12/02/03, 9899.64, 9900.45, 9837.27, 9853.64
12/01/03, 9785.35, 9902.23, 9785.35, 9899.05
11/28/03, 9779.72, 9804.98, 9764.83, 9782.46
11/26/03, 9763.49, 9794.68, 9706.01, 9779.57
11/25/03, 9748.68, 9795.21, 9723.79, 9763.94
11/24/03, 9629.87, 9749.35, 9629.87, 9747.79
11/21/03, 9622.02, 9650.31, 9585.50, 9628.53
11/20/03, 9688.46, 9726.09, 9613.72, 9619.42
11/19/03, 9620.68, 9707.64, 9614.24, 9690.46
11/18/03, 9711.44, 9750.46, 9622.39, 9624.16
11/17/03, 9765.64, 9765.64, 9629.87, 9710.83
11/14/03, 9836.46, 9892.97, 9737.79, 9768.68
11/13/03, 9846.97, 9852.90, 9792.01, 9837.94
11/12/03, 9729.50, 9859.34, 9729.42, 9848.83
11/11/03, 9756.53, 9761.20, 9719.05, 9737.79
11/10/03, 9807.49, 9824.38, 9736.90, 9756.53
11/07/03, 9857.12, 9903.57, 9798.61, 9809.79
11/06/03, 9820.68, 9870.60, 9773.12, 9856.97
11/05/03, 9837.64, 9859.34, 9778.31, 9820.83
11/04/03, 9857.49, 9874.83, 9819.86, 9838.83
11/03/03, 9802.46, 9896.16, 9802.38, 9858.46
10/31/03, 9786.75, 9839.86, 9786.75, 9801.12
10/30/03, 9772.01, 9838.76, 9754.01, 9786.61
10/29/03, 9747.05, 9787.27, 9724.68, 9774.53
10/28/03, 9609.72, 9749.94, 9609.72, 9748.31
10/27/03, 9584.54, 9663.79, 9584.54, 9608.16
10/24/03, 9600.98, 9600.98, 9497.72, 9582.46
10/23/03, 9597.20, 9622.16, 9551.73, 9613.13
10/22/03, 9741.98, 9742.05, 9580.24, 9598.24
10/21/03, 9778.31, 9784.31, 9736.68, 9747.64
10/20/03, 9721.50, 9777.94, 9705.57, 9777.94
10/17/03, 9791.86, 9815.79, 9701.72, 9721.79
10/16/03, 9798.68, 9823.42, 9730.38, 9791.72
10/15/03, 9824.09, 9850.01, 9764.46, 9803.05
10/14/03, 9763.27, 9812.98, 9732.31, 9812.98
10/13/03, 9675.72, 9783.49, 9675.57, 9764.38
10/10/03, 9682.90, 9712.24, 9656.53, 9674.68
10/09/03, 9633.35, 9768.69, 9633.20, 9680.01
10/08/03, 9653.33, 9672.02, 9595.28, 9630.90
10/07/03, 9593.28, 9654.61, 9536.02, 9654.61
10/06/03, 9572.39, 9624.91, 9562.53, 9594.98
10/03/03, 9492.54, 9666.53, 9492.54, 9572.31
10/02/03, 9464.76, 9511.06, 9427.65, 9487.80
10/01/03, 9276.80, 9472.76, 9276.80, 9469.20
09/30/03, 9378.10, 9378.10, 9230.47, 9275.06
09/29/03, 9314.42, 9395.32, 9293.22, 9380.24
09/26/03, 9342.43, 9358.28, 9303.82, 9313.08
09/25/03, 9425.58, 9458.49, 9342.98, 9343.96
09/24/03, 9575.97, 9592.67, 9423.54, 9425.51
09/23/03, 9535.76, 9583.48, 9511.41, 9576.04
09/22/03, 9641.80, 9641.87, 9501.72, 9535.41
09/19/03, 9661.80, 9686.08, 9610.15, 9644.82
09/18/03, 9544.04, 9662.84, 9538.28, 9659.13
09/17/03, 9566.08, 9594.43, 9536.81, 9545.65
09/16/03, 9449.16, 9571.13, 9449.16, 9567.34
09/15/03, 9471.19, 9490.91, 9436.60, 9448.81
09/12/03, 9456.88, 9488.32, 9380.95, 9471.55
09/11/03, 9415.05, 9502.84, 9410.42, 9459.76
09/10/03, 9504.88, 9504.95, 9400.38, 9420.46
09/09/03, 9584.92, 9584.95, 9490.84, 9507.20
09/08/03, 9503.41, 9599.34, 9503.41, 9586.29
09/05/03, 9589.52, 9589.52, 9461.37, 9503.34
09/04/03, 9569.09, 9609.09, 9541.72, 9587.90
09/03/03, 9521.86, 9597.38, 9514.49, 9568.46
09/02/03, 9416.67, 9535.97, 9389.58, 9523.27
08/29/03, 9373.33, 9421.23, 9350.07, 9415.82
08/28/03, 9334.35, 9392.59, 9261.57, 9374.21
08/27/03, 9339.82, 9346.98, 9306.49, 9333.79
08/26/03, 9316.03, 9353.86, 9233.08, 9340.45
08/25/03, 9349.44, 9350.77, 9280.94, 9317.64
08/22/03, 9436.04, 9499.97, 9345.86, 9348.87
08/21/03, 9399.96, 9481.44, 9391.89, 9423.68
08/20/03, 9420.13, 9423.26, 9364.03, 9397.51
08/19/03, 9412.17, 9445.08, 9351.73, 9428.90
08/18/03, 9320.66, 9419.38, 9320.59, 9412.45
08/15/03, 9308.52, 9337.17, 9281.50, 9321.69
08/14/03, 9272.25, 9334.57, 9218.82, 9310.56
08/13/03, 9303.69, 9322.11, 9233.94, 9271.76
08/12/03, 9218.12, 9310.27, 9208.80, 9310.06
08/11/03, 9189.62, 9251.59, 9146.62, 9217.35
08/08/03, 9127.36, 9191.37, 9127.36, 9191.09
08/07/03, 9060.48, 9135.00, 9031.14, 9126.45
08/06/03, 9032.96, 9134.57, 8997.11, 9061.74
08/05/03, 9185.27, 9187.73, 9034.57, 9036.32
08/04/03, 9154.18, 9209.15, 9048.58, 9186.04
08/01/03, 9232.68, 9234.22, 9138.29, 9153.97
07/31/03, 9199.35, 9361.40, 9199.28, 9233.80
07/30/03, 9204.39, 9236.54, 9164.97, 9200.05
07/29/03, 9268.19, 9289.69, 9168.26, 9204.46
07/28/03, 9284.92, 9303.83, 9234.50, 9266.51
07/25/03, 9113.85, 9284.57, 9085.13, 9284.57
07/24/03, 9196.56, 9281.42, 9106.42, 9112.51
07/23/03, 9159.08, 9203.48, 9102.28, 9194.24
07/22/03, 9098.65, 9174.42, 9037.30, 9158.45
07/21/03, 9187.80, 9187.80, 9075.19, 9096.69
07/18/03, 9052.29, 9188.15, 9052.29, 9188.15
07/17/03, 9089.34, 9113.57, 9017.84, 9050.82
07/16/03, 9133.70, 9153.42, 9042.19, 9094.59
07/15/03, 9179.18, 9238.01, 9091.30, 9128.97
07/14/03, 9126.45, 9278.41, 9126.45, 9177.15
07/11/03, 9036.39, 9146.48, 9035.52, 9119.59
07/10/03, 9154.53, 9154.53, 8996.76, 9036.04
07/09/03, 9221.90, 9229.11, 9108.24, 9156.21
07/08/03, 9213.48, 9236.39, 9162.94, 9223.09
07/07/03, 9073.92, 9261.12, 9073.92, 9216.79
07/03/03, 9141.16, 9149.63, 9035.34, 9070.21
07/02/03, 9043.54, 9148.30, 9043.54, 9142.84
07/01/03, 8983.66, 9050.82, 8871.20, 9040.95
06/30/03, 8990.74, 9068.05, 8970.43, 8985.44
06/27/03, 9079.74, 9105.51, 8970.28, 8989.05
06/26/03, 9011.06, 9092.21, 8987.16, 9079.04
06/25/03, 9109.57, 9161.74, 9000.68, 9011.53
06/24/03, 9071.48, 9140.81, 9057.89, 9109.85
06/23/03, 9199.49, 9199.70, 9038.29, 9072.95
06/20/03, 9180.93, 9276.51, 9180.93, 9200.75
06/19/03, 9293.80, 9313.29, 9154.74, 9179.53
06/18/03, 9322.67, 9333.66, 9232.05, 9293.80
06/17/03, 9319.66, 9352.77, 9268.96, 9323.02
06/16/03, 9117.56, 9318.96, 9117.56, 9318.96
06/13/03, 9197.88, 9222.67, 9074.08, 9117.12
06/12/03, 9184.29, 9236.11, 9116.86, 9196.55
06/11/03, 9048.85, 9183.22, 9038.07, 9183.22
06/10/03, 8980.79, 9059.29, 8980.65, 9054.89
06/09/03, 9061.18, 9066.45, 8945.59, 8980.00
06/06/03, 9045.57, 9215.88, 9045.57, 9062.79
06/05/03, 9036.67, 9045.15, 8969.24, 9041.30
06/04/03, 8919.94, 9057.40, 8909.01, 9038.98
06/03/03, 8898.23, 8940.38, 8861.32, 8922.95
06/02/03, 8851.45, 9003.27, 8851.45, 8897.81
05/30/03, 8711.46, 8868.33, 8711.39, 8850.26
05/29/03, 8787.23, 8862.58, 8679.60, 8711.18
05/28/03, 8781.84, 8854.53, 8773.93, 8793.12
05/27/03, 8600.54, 8792.44, 8540.59, 8781.35
05/23/03, 8594.02, 8625.82, 8541.57, 8601.38
05/22/03, 8516.99, 8628.14, 8509.22, 8594.02
05/21/03, 8485.62, 8523.16, 8431.21, 8516.43
05/20/03, 8494.09, 8550.26, 8416.72, 8491.36
05/19/03, 8676.52, 8676.59, 8483.31, 8493.39
05/16/03, 8710.36, 8742.58, 8644.82, 8678.97
05/15/03, 8649.22, 8727.78, 8643.11, 8713.14
05/14/03, 8673.29, 8728.41, 8608.31, 8647.82
05/13/03, 8722.88, 8723.29, 8647.60, 8679.25
05/12/03, 8603.90, 8743.47, 8569.44, 8726.73
05/09/03, 8492.69, 8612.79, 8492.69, 8604.60
05/08/03, 8558.67, 8575.11, 8477.36, 8491.22
05/07/03, 8585.42, 8635.06, 8529.04, 8560.63
05/06/03, 8531.28, 8641.22, 8525.75, 8588.36
05/05/03, 8583.17, 8601.94, 8511.11, 8531.57
05/02/03, 8453.48, 8593.25, 8409.29, 8582.68
05/01/03, 8478.48, 8488.35, 8340.23, 8454.25
04/30/03, 8501.38, 8528.75, 8432.12, 8480.09
04/29/03, 8472.88, 8559.77, 8442.34, 8502.99
04/28/03, 8306.84, 8501.66, 8305.03, 8471.61
04/25/03, 8438.98, 8439.33, 8288.49, 8306.35
04/24/03, 8512.44, 8512.44, 8395.70, 8440.04
04/23/03, 8484.92, 8526.38, 8451.45, 8515.66
04/22/03, 8326.38, 8487.51, 8263.98, 8484.99
04/21/03, 8336.67, 8397.95, 8301.94, 8328.90
04/17/03, 8255.79, 8347.45, 8235.41, 8337.65
04/16/03, 8405.72, 8446.47, 8233.73, 8257.61
04/15/03, 8347.66, 8402.43, 8307.54, 8402.36
04/14/03, 8203.97, 8351.94, 8201.55, 8351.10
04/11/03, 8223.22, 8337.65, 8179.74, 8203.41
04/10/03, 8198.99, 8225.04, 8145.87, 8221.33
04/09/03, 8299.28, 8388.33, 8195.14, 8197.94
04/08/03, 8299.12, 8342.83, 8260.48, 8298.92
04/07/03, 8284.15, 8520.21, 8284.15, 8300.41
04/04/03, 8240.59, 8305.86, 8215.10, 8277.15
04/03/03, 8285.76, 8335.62, 8237.54, 8240.38
04/02/03, 8070.98, 8316.64, 8070.98, 8285.06
04/01/03, 7992.83, 8100.53, 7979.69, 8069.86
03/31/03, 8142.83, 8142.83, 7929.31, 7992.13
03/28/03, 8198.85, 8205.09, 8105.79, 8145.77
03/27/03, 8226.39, 8251.80, 8104.05, 8201.45
03/26/03, 8279.88, 8284.99, 8187.73, 8229.88
03/25/03, 8216.85, 8337.72, 8180.72, 8280.23
03/24/03, 8514.82, 8514.82, 8185.20, 8214.68
03/21/03, 8290.38, 8522.18, 8290.38, 8521.97
03/20/03, 8264.68, 8318.81, 8130.86, 8286.60
03/19/03, 8193.04, 8277.64, 8141.50, 8265.45
03/18/03, 8142.69, 8209.36, 8096.12, 8194.23
03/17/03, 7857.96, 8145.84, 7779.73, 8141.92
03/14/03, 7822.17, 7931.63, 7799.48, 7859.71
03/13/03, 7555.29, 7824.34, 7555.29, 7821.75
03/12/03, 7517.76, 7552.07, 7416.64, 7552.07
03/11/03, 7568.53, 7642.41, 7520.63, 7524.06
03/10/03, 7739.40, 7739.47, 7559.64, 7568.18
03/07/03, 7671.75, 7743.82, 7562.65, 7740.03
03/06/03, 7774.76, 7777.42, 7659.09, 7673.99
03/05/03, 7702.35, 7775.60, 7661.32, 7775.60
03/04/03, 7838.14, 7845.71, 7704.31, 7704.87
03/03/03, 7890.24, 7981.46, 7822.73, 7837.86
02/28/03, 7886.11, 7965.80, 7855.44, 7891.08
02/27/03, 7807.96, 7924.62, 7789.95, 7884.99
02/26/03, 7907.39, 7925.81, 7793.89, 7806.98
02/25/03, 7856.42, 7920.49, 7719.64, 7909.50
02/24/03, 8017.34, 8017.34, 7851.11, 7858.24
02/21/03, 7915.52, 8039.27, 7854.38, 8018.11
02/20/03, 8002.70, 8027.35, 7893.74, 7914.96
02/19/03, 8033.80, 8043.11, 7935.27, 8000.60
02/18/03, 7909.30, 8076.02, 7909.30, 8041.15
02/14/03, 7750.90, 7908.80, 7725.32, 7908.80
02/13/03, 7756.55, 7781.89, 7628.99, 7749.87
02/12/03, 7836.36, 7854.62, 7753.71, 7758.17
02/11/03, 7920.93, 7985.52, 7806.50, 7843.11
02/10/03, 7865.74, 7933.68, 7801.29, 7920.11
02/07/03, 7932.45, 8001.08, 7830.02, 7864.23
02/06/03, 7981.95, 7991.96, 7881.30, 7929.30
02/05/03, 8014.45, 8152.53, 7967.82, 7985.18
02/04/03, 8104.61, 8104.61, 7934.77, 8013.29
02/03/03, 8053.74, 8152.08, 8053.74, 8109.82
01/31/03, 7939.72, 8089.66, 7917.16, 8053.81
01/30/03, 8109.14, 8141.09, 7938.62, 7945.13
01/29/03, 8087.95, 8158.02, 7945.00, 8110.71
01/28/03, 7991.07, 8114.00, 7991.07, 8088.84
01/27/03, 8128.54, 8150.34, 7957.82, 7989.56
01/24/03, 8367.89, 8367.89, 8112.43, 8131.01
01/23/03, 8320.72, 8386.61, 8255.86, 8369.47
01/22/03, 8439.54, 8444.61, 8306.59, 8318.73
01/21/03, 8586.26, 8623.49, 8438.18, 8442.90
01/17/03, 8695.82, 8695.82, 8559.11, 8586.74
01/16/03, 8721.12, 8805.52, 8673.05, 8697.87
01/15/03, 8843.64, 8854.61, 8702.14, 8723.18
01/14/03, 8787.22, 8843.37, 8746.35, 8842.62
01/13/03, 8787.83, 8869.29, 8746.97, 8785.98
01/10/03, 8776.04, 8818.55, 8689.58, 8784.95
01/09/03, 8596.68, 8787.70, 8596.61, 8776.18
01/08/03, 8735.93, 8736.07, 8580.10, 8595.31
01/07/03, 8775.84, 8802.64, 8713.03, 8740.59
01/06/03, 8602.78, 8800.59, 8602.10, 8773.57
01/03/03, 8607.38, 8635.49, 8552.87, 8601.69
01/02/03, 8342.38, 8608.27, 8342.38, 8607.52
12/31/02, 8332.24, 8361.31, 8242.91, 8341.63
12/30/02, 8304.06, 8364.74, 8252.51, 8332.85
12/27/02, 8429.28, 8449.41, 8285.14, 8303.78
12/26/02, 8448.86, 8565.01, 8408.71, 8432.61
12/24/02, 8491.99, 8491.99, 8443.65, 8448.11
12/23/02, 8511.39, 8554.04, 8462.64, 8493.29
